"lemma_id","grammar"
"H6670a","V-Qal-Imp-fs"
"H6670a","Conj-w | V-Qal-Imp-fs"
"H6670b","Prep-l | V-Hifil-Inf"
"H6672a","Prep-b, Art | N-md"
"H6672a","Conj-w, Prep-m | N-mp"
"H6672a","Conj-w | N-mp"
"H6672a","Prep-b, Art | N-mp"
"H6672a","Art | N-mp"
"H6672a","N-mp"
"H6672a","Prep-k, Art | N-mp"
"H6672b","N-fs"
"H6674","N-fsc | 3mp"
"H6677a","N-msc | 3mp"
"H6677a","N-msc"
"H6677a","N-msc | 2ms"
"H6677a","N-mpc | 2mp"
"H6677a","N-ms"
"H6677a","N-msc | 2fs"
"H6677a","N-msc | 1cs"
"H6677a","Prep-b | N-ms"
"H6677a","Prep-b | N-msc | 3ms"
"H6677a","N-msc | 1cp"
"H6677a","Prep-b | N-mpc"
"H6677a","N-mpc | 3mp"
"H6677a","Prep-l | N-mpc"
"H6677a","N-mpc | 3ms"
"H6677a","N-mpc"
"H6677a","N-msc | 3ms"
"H6677b","Prep-m | N-mpc | 2fs"
"H6679a","Conj-w | V-Qal-ConjPerf-3cp | 3mp"
"H6679a","Prep-l | V-Qal-Inf"
"H6679a","V-Qal-Imperf-2ms"
"H6679a","V-Piel-Imperf-2fp"
"H6679a","V-Qal-InfAbs"
"H6679a","V-Qal-Imperf-2ms | 1cs"
"H6679a","V-Piel-Prtcpl-fp"
"H6679a","V-Qal-Imperf-3ms"
"H6679a","V-Qal-Imperf-3ms | 3mse"
"H6679a","Prep-l | V-Piel-Inf"
"H6679a","V-Qal-Imperf-3mp"
"H6679a","V-Qal-Perf-3cp | 1cs"
"H6679a","V-Qal-Imperf-3fs"
"H6679a","V-Qal-Perf-3cp"
"H6679a","Conj-w | V-Qal-Imp-ms | 3fs"
"H6679a","Art | V-Qal-Prtcpl-ms"
"H6679b","V-Hitpael-Perf-1cp"
"H6692a","Conj-w | V-Qal-ConjImperf-3mp"
"H6692a","V-Qal-Perf-3ms"
"H6692a","V-Hifil-Imperf-3ms"
"H6692a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H6692a","Conj-w | V-Qal-ConsecImperf-3mp"
"H6692a","V-Qal-Imperf-3ms"
"H6692b","V-Hifil-Prtcpl-ms"
"H6695a","Conj-w, Prep-b | N-msc"
"H6695b","Conj-w | N-fs"
"H6695b","N-fs"
"H6696a","V-Qal-Perf-2ms | 1cs"
"H6696a","Conj-w | V-Qal-ConjPerf-2ms"
"H6696a","V-Qal-Imperf-1cp"
"H6696a","Conj-w | V-Qal-ConsecImperf-3ms"
"H6696a","Prep-l | V-Qal-Inf"
"H6696a","V-Qal-Imp-fs"
"H6696a","Conj-w | V-Qal-ConsecImperf-3mp"
"H6696a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H6696a","V-Hifil-Imperf-3ms"
"H6696a","V-Qal-Prtcpl-mp"
"H6696a","Conj-w | V-Qal-ConjPerf-1cs"
"H6696a","V-Qal-Imperf-2ms"
"H6696a","Art | V-Qal-Prtcpl-mp"
"H6696b","V-Qal-Imperf-2ms | 3mp"
"H6696b","V-Qal-Imperf.Jus-2ms"
"H6696b","Art | V-Qal-Prtcpl-mp"
"H6696b","Conj-w | V-Qal-ConjPerf-1cs"
"H6696c","Conj-w | V-Qal-ConsecImperf-3ms"
"H6699","Conj-w | N-msc | 3mp"
"H6718a","Prep-m | N-msc | 1cs"
"H6718a","N-msc | 3ms"
"H6718a","Prep-m | N-msc | 3ms"
"H6718a","N-msc"
"H6718a","N-ms"
"H6718a","Prep-m | N-msc"
"H6718b","Prep-m | N-msc | 3mp"
"H6718b","N-msc | 3fs"
"H6718b","N-ms"
"H6718b","N-msc | 3ms"
"H6720","N-ms"
"H6731a","Prep-k | N-ms"
"H6731a","N-mp"
"H6731a","Prep-k | N-msc"
"H6731a","N-ms"
"H6731a","N-msc"
"H6731a","Conj-w | N-ms"
"H6731b","N-ms"
"H6735a","Conj-w | N-msc"
"H6735a","Conj-w | N-ms"
"H6735a","N-mpc | 2fs"
"H6735a","N-ms"
"H6735a","N-mp"
"H6735b","N-msc | 3fs"
"H6735c","N-mpc | 3fs"
"H6735c","N-mp"
"H6735c","Prep-k | N-mpc"
"H6735c","N-mpc | 1cs"
"H6743a","V-Qal-Imperf-3ms"
"H6743a","Conj-w | V-Qal-ConsecImperf-3fs"
"H6743a","Conj-w | V-Qal-ConjPerf-3cp"
"H6743a","Conj-w | V-Qal-ConjPerf-3fs"
"H6743b","V-Qal-Imp-ms"
"H6743b","Conj-w | V-Hifil-Imp-ms | 3fs"
"H6743b","V-Hifil-Perf-3ms"
"H6743b","Conj-w | V-Hifil-ConsecImperf-3mp"
"H6743b","V-Hifil-Imperf-3fs"
"H6743b","Conj-w | V-Hifil-ConjPerf-3ms"
"H6743b","V-Qal-Perf-3fs"
"H6743b","V-Hifil-Imp-ms | 3fs"
"H6743b","V-Hifil-Prtcpl-ms"
"H6743b","V-Hifil-Imperf-2ms"
"H6743b","V-Hifil-Imperf-3ms"
"H6743b","Conj-w | V-Hifil-ConjImperf-3mp"
"H6743b","Conj-w | V-Hifil-ConjPerf-2ms"
"H6743b","Conj-w | V-Hifil-Imp-mp"
"H6743b","Conj-w | V-Qal-ConsecImperf-2fs"
"H6743b","V-Hifil-Perf-3ms | 3ms"
"H6743b","V-Qal-Imperf-3fs"
"H6743b","Conj-w | V-Hifil-ConjPerf-3fs"
"H6743b","Conj-w | V-Hifil-ConsecImperf-3ms"
"H6743b","V-Hifil-Imperf-2fs"
"H6743b","V-Hifil-Imperf-2mp"
"H6743b","Prep-b | V-Hifil-Prtcpl-msc"
"H6743b","V-Qal-Imperf-3ms"
"H6743b","Conj-w | V-Hifil-Imp-ms"
"H6756a","Prep-b | N-proper-fs"
"H6756a","N-proper-fs"
"H6756b","N-proper-ms"
"H6767a","N-msc"
"H6767b","Conj-w, Prep-b | N-msc"
"H6767c","Art | N-ms"
"H6767d","Conj-w, Prep-b | N-mp"
"H6767d","Prep-b | N-mpc"
"H6781a","Art | N-mp"
"H6781a","Conj-w, Art | N-mp"
"H6781a","Conj-w | N-ms"
"H6781a","N-mp"
"H6781b","N-msc"
"H6793a","Prep-b | N-fp"
"H6793b","Prep-k | N-fsc"
"H6793c","Prep-b | N-fs"
"H6793c","N-fp"
"H6793c","Conj-w | N-fs"
"H6793c","N-fs"
"H6793c","Art | N-fs"
"H6793c","Prep-k, Art | N-fs"
"H6800a","Conj-w | V-Hifil-InfAbs"
"H6800b","Adj-mp"
"H6801","Conj-w | N-msc"
"H6807a","N-fs"
"H6807a","Art | N-fs"
"H6807b","Conj-w, Art | N-fp"
"H6836","Prep-b | N-fsc | 1cp"
"H6844","Art | N-fs"
"H6848a","N-ms"
"H6848b","N-ms"
"H6848b","Conj-w, Prep-k | N-ms"
"H6848b","N-mp"
"H6862a","Adj-fs"
"H6862a","V-Qal-Prtcpl-ms"
"H6862a","V-Qal-Perf-3ms"
"H6862a","Adj-ms"
"H6862b","Adj-ms"
"H6862b","Prep-b, Art | Adj-ms"
"H6862b","V-Qal-Perf-3ms"
"H6862b","Prep-m | Adj-ms"
"H6862b","Adj-msc"
"H6862b","Prep-b | Adj-msc"
"H6862b","Prep-m | N-ms"
"H6862c","N-ms"
"H6862c","Art | Adj-ms"
"H6862c","Prep-k | N-ms"
"H6862c","N-mpc | 2fs"
"H6862c","Prep-l | N-mpc | 2ms"
"H6862c","N-mpc"
"H6862c","Prep-l | N-mpc | 3ms"
"H6862c","Prep-m | N-mpc | 3ms"
"H6862c","Conj-w | N-mpc | 1cs"
"H6862c","Prep-k | N-mpc | 3ms"
"H6862c","Conj-w | N-mpc | 3mp"
"H6862c","N-mpc | 3ms"
"H6862c","Prep-m | N-mpc | 1cs"
"H6862c","Prep-m | N-mpc | 1cp"
"H6862c","Prep-b | N-mpc | 3ms"
"H6862c","N-mpc | 3mp"
"H6862c","Adj-ms"
"H6862c","N-msc | 1cs"
"H6862c","Prep-l | N-mpc | 1cs"
"H6862c","N-mp"
"H6862c","N-mpc | 1cs"
"H6862c","Art | N-ms"
"H6862c","Prep-l | N-mpc | 1cp"
"H6862c","Conj-w | V-Qal-Prtcpl-mpc"
"H6862c","N-mpc | 2ms"
"H6862c","N-mpc | 3fs"
"H6862c","N-mpc | 1cp"
"H6862c","V-Qal-Perf-3ms"
"H6862d","Prep-k, Art | N-ms"
"H6867a","Adj-fs"
"H6867b","N-fsc"
"H6869a","N-fs"
"H6869b","Prep-m | N-fsc | 3ms"
"H6869b","Prep-b, Art | N-fs"
"H6869b","Prep-b | N-fs"
"H6869b","N-fsc | 1cs"
"H6869b","Conj-w | N-fs"
"H6869b","Prep-b, Art | N-fs | 3fs"
"H6869b","Art | N-fp"
"H6869b","N-fs"
"H6869b","Conj-w, Prep-b | N-fs"
"H6869b","Prep-m | N-fs"
"H6869b","Conj-w | N-fp"
"H6869b","Prep-m | N-fp"
"H6869b","N-fsc | 3mp"
"H6869b","N-fsc | 2mp"
"H6869b","N-fpc"
"H6869b","Prep-b | N-fp"
"H6869b","Conj-w | N-fpc | 2mp"
"H6869b","Art | N-fs"
"H6869b","Prep-l | N-fs"
"H6869b","N-fsc"
"H6869b","Prep-b | N-fpc"
"H6869b","N-fpc | 3mp"
"H6869b","N-fpc | 3ms"
"H6869b","Prep-m | N-fsc | 1cp"
"H6869b","N-fp"
"H6869c","N-fsc | 3fs"
"H6872a","Prep-b | N-msc"
"H6872a","N-mpc"
"H6872a","N-ms"
"H6872a","Prep-b | N-ms"
"H6872a","N-msc"
"H6872b","N-ms"
"H6872c","N-proper-ms"
"H6887a","Conj-w | V-Qal-ConjPerf-2ms"
"H6887a","Conj-w | V-Qal-ConsecImperf-3ms"
"H6887b","Conj-w | V-Hifil-ConjPerf-1cs"
"H6887b","V-Hifil-Inf"
"H6887b","Conj-w, Prep-k | V-Hifil-Inf"
"H6887b","V-Hifil-Imperf-3ms"
"H6887b","V-Qal-Perf-3ms"
"H6887b","Conj-w | V-Hifil-ConjPerf-3ms"
"H6887b","V-Qal-Prtcpl-ms"
"H6887b","V-Qal-QalPassPrtcpl-ms"
"H6887b","Conj-w | V-Pual-Prtcpl-mp"
"H6887b","V-Qal-QalPassPrtcpl-fp"
"H6887b","Prep-k | V-Qal-Inf"
"H6887b","V-Qal-Imp-ms"
"H6887b","V-Qal-Perf-3fs"
"H6887b","V-Qal-QalPassPrtcpl-fs"
"H6887c","V-Hifil-Prtcpl-fs"
"H6887d","V-Qal-Prtcpl-ms"
"H6887d","V-Qal-Prtcpl-mpc | 1cs"
"H6887d","V-Qal-Prtcpl-mpc | 2ms"
"H6887d","V-Qal-Perf-3cp | 1cs"
"H6887d","V-Qal-Prtcpl-mp"
"H6887d","V-Qal-Prtcpl-mpc | 3ms"
"H6887d","V-Qal-Prtcpl-msc | 1cs"
"H6887d","Art | V-Qal-Prtcpl-ms"
"H6887d","Conj-w | V-Qal-ConjPerf-3cp"
"H6887d","V-Qal-Prtcpl-mpc"
"H6887d","V-Qal-InfAbs"
"H6887d","V-Qal-Imperf-3ms"
"H6887e","Prep-l | V-Qal-Inf"
"H6892a","N-msc | 3ms"
"H6892b","N-ms"
"H6892b","Prep-b | N-msc | 3ms"
"H6895","Conj-w | V-Qal-ConsecImperf-1cs"
"H6905","Pd | N-ms"
"H6924a","Prep-m | N-ms"
"H6924a","Prep-k | N-ms"
"H6924a","N-ms"
"H6924a","N-msc"
"H6924a","Conj-w | N-ms"
"H6924a","Art | N-ms"
"H6924a","Conj-w, Prep-m | N-ms"
"H6924a","Prep-m | N-msc"
"H6924a","Prep-m | N-mpc"
"H6924b","Adv | 3fs"
"H6924b","Conj-w | Adv | 3fs"
"H6957a","Prep-l | N-ms"
"H6957a","N-ms"
"H6957b","Conj-w | N-ms"
"H6957b","N-ms"
"H6957b","N-msc"
"H6957b","N-msc | 3mp"
"H6957b","Prep-l | N-ms"
"H6957b","Prep-b, Art | N-ms"
"H6960a","Conj-w | V-Piel-Imp-ms"
"H6960a","V-Piel-Imperf-3mp"
"H6960a","Conj-w | V-Piel-ConjPerf-2mp"
"H6960a","V-Piel-InfAbs"
"H6960a","V-Piel-Imperf-1cs"
"H6960a","V-Piel-Perf-3cp"
"H6960a","V-Piel-Perf-1cp"
"H6960a","V-Qal-Prtcpl-mpc | 2ms"
"H6960a","V-Piel-Imperf.Jus-3ms"
"H6960a","Conj-w | V-Piel-ConsecImperf-1cs"
"H6960a","V-Piel-Perf-3fs"
"H6960a","V-Qal-Prtcpl-mpc | 1cs"
"H6960a","V-Piel-Imp-ms"
"H6960a","V-Piel-Imperf-3ms"
"H6960a","Conj-w | V-Piel-ConjImperf-1cp"
"H6960a","V-Piel-Perf-1cs"
"H6960a","V-Piel-Perf-1cs | 2ms"
"H6960a","Conj-w | V-Piel-ConjImperf.h-1cs"
"H6960a","Conj-w | V-Piel-ConsecImperf-3ms"
"H6960a","V-Piel-Imperf-1cp"
"H6960a","Pro-r | V-Piel-Perf-1cp | 3ms"
"H6960a","Prep-l | V-Qal-Prtcpl-msc | 3ms"
"H6960a","Conj-w | V-Piel-ConjPerf-1cs"
"H6960a","Conj-w | V-Qal-Prtcpl-mpc"
"H6960a","V-Piel-Perf-1cp | 2ms"
"H6960b","V-Nifal-Imperf-3mp"
"H6960b","V-Piel-Imperf-3mp"
"H6960b","Conj-w | V-Nifal-ConjPerf-3cp"
"H6963a","Conj-w, Art | N-mp"
"H6963a","Prep | N-msc"
"H6963a","Prep-m | N-mpc"
"H6963a","Prep-b | N-msc"
"H6963a","N-mp"
"H6963a","Prep-b | N-msc | 3mp"
"H6963a","Prep-l | N-ms"
"H6963a","Prep-l | N-msc | 1cs"
"H6963a","Prep-l | N-msc | 3mp"
"H6963a","Prep-b | N-ms"
"H6963a","Prep-b | N-msc | 1cp"
"H6963a","N-mpc"
"H6963a","N-msc | 1cs"
"H6963a","N-msc | 3fs"
"H6963a","Prep-b | N-msc | 1cs"
"H6963a","Conj-w | N-msc"
"H6963a","Conj-w | N-msc | 1cs"
"H6963a","Prep-k | N-msc"
"H6963a","Prep-l | N-msc | 2ms"
"H6963a","Conj-w | N-msc | 3fs"
"H6963a","Prep-b | N-msc | 3fs"
"H6963a","Conj-w, Prep-l | N-msc | 1cs"
"H6963a","Conj-w, Prep-b | N-msc"
"H6963a","N-msc | 2mp"
"H6963a","Art | N-msc | 2ms"
"H6963a","N-msc | 2ms"
"H6963a","Prep-m | N-msc | 3mp"
"H6963a","N-msc | 1cp"
"H6963a","Conj-w, Art | N-ms"
"H6963a","N-msc | 2fs"
"H6963a","N-msc"
"H6963a","N-msc | 3mp"
"H6963a","Art | N-mp"
"H6963a","Prep-l | N-msc"
"H6963a","Prep-b | N-msc | 2fs"
"H6963a","Prep-l | N-msc | 2fs"
"H6963a","N-msc | 3fp"
"H6963a","N-ms"
"H6963a","Prep-b | N-msc | 2mp"
"H6963a","Prep-b | N-msc | 3ms"
"H6963a","Art | N-ms"
"H6963a","Conj-w, Prep-b | N-msc | 1cs"
"H6963a","Conj-w | N-msc | 3ms"
"H6963a","Conj-w, Prep-b | N-msc | 3ms"
"H6963a","Prep-m | N-msc"
"H6963a","N-msc | 3ms"
"H6963a","Prep-m | N-ms"
"H6963a","Conj-w, Prep-b | N-ms"
"H6963a","Prep-b | N-msc | 2ms"
"H6963a","Conj-w | N-ms"
"H6963b","Prep-m | N-msc"
"H6965a","N-proper-fs"
"H6965b","V-Qal-Imp-ms"
"H6965b","V-Piel-Imp-ms | 1cs"
"H6965b","V-Hifil-Perf-2ms | 3ms"
"H6965b","V-Hifil-Imperf-3ms | 3mse"
"H6965b","V-Qal-Imperf.h-1cp"
"H6965b","Prep-b, Art | V-Qal-Prtcpl-mp"
"H6965b","V-Piel-Imperf-1cs"
"H6965b","V-Qal-Imperf-3ms"
"H6965b","V-Hifil-Perf-3ms"
"H6965b","V-Qal-Imp-fs"
"H6965b","Conj-w, Prep-b | V-Qal-Inf"
"H6965b","V-Qal-Imperf-2ms"
"H6965b","Conj-w | V-Hifil-ConjPerf-1cs"
"H6965b","Conj-w | V-Qal-ConjPerf-3ms"
"H6965b","V-Hifil-Imperf-3ms"
"H6965b","V-Qal-Imp-mp"
"H6965b","V-Hifil-InfAbs"
"H6965b","Conj-w | V-Qal-ConjImperf-3ms"
"H6965b","V-Qal-Prtcpl-fs"
"H6965b","V-Qal-Imperf-1cs"
"H6965b","V-Hofal-Perf-3ms"
"H6965b","Conj-w | V-Qal-Imp-mp"
"H6965b","V-Hifil-Imperf-2fp"
"H6965b","V-Qal-Inf | 1cs"
"H6965b","Conj-w | V-Hifil-ConjPerf-3cp"
"H6965b","V-Piel-Imperf-2ms"
"H6965b","V-Hifil-Imperf-2ms"
"H6965b","Conj-w | V-Hifil-ConsecImperf-3ms | 1cs"
"H6965b","V-Hifil-Prtcpl-msc | 3fs"
"H6965b","V-Qal-Imperf-3mp | Pn"
"H6965b","Conj-w | V-Qal-ConsecImperf-1cs"
"H6965b","Conj-w | V-Hifil-ConsecImperf-1cs"
"H6965b","Conj-w | V-Qal-ConjPerf-3cp"
"H6965b","V-Hifil-Imperf-1cs"
"H6965b","Conj-w | V-Qal-ConjImperf-3mp"
"H6965b","Conj-w | V-Hitpael-Prtcpl-msc | 1cs"
"H6965b","V-Hifil-Imp-ms"
"H6965b","V-Qal-InfAbs"
"H6965b","V-Qal-Imperf.Cohort-1cs"
"H6965b","Conj-w | V-Qal-ConjImperf.Cohort-1cs"
"H6965b","V-Qal-Perf-3cp"
"H6965b","Conj-w, Prep-l | V-Hifil-Inf"
"H6965b","V-Hifil-Imperf.Jus-3ms"
"H6965b","Prep-m | V-Hitpael-Prtcpl-mpc | 1cs"
"H6965b","V-Qal-Perf-1cp"
"H6965b","V-Qal-Imperf-1cp"
"H6965b","V-Hifil-Imperf-3mp"
"H6965b","Art | V-Qal-Prtcpl-mp"
"H6965b","V-Qal-Prtcpl-mpc | 3ms"
"H6965b","V-Qal-Imperf-2mp"
"H6965b","Conj-w | V-Hifil-ConsecImperf-3mp"
"H6965b","Conj-w | V-Qal-ConjPerf-2ms"
"H6965b","V-Piel-Perf-3cp"
"H6965b","V-Hifil-Perf-1cs"
"H6965b","V-Hifil-Imperf-3ms | 3fse"
"H6965b","Conj-w | V-Qal-Imp-ms | 3fs"
"H6965b","V-Hifil-Prtcpl-ms"
"H6965b","V-Qal-Imperf-3fs"
"H6965b","V-Qal-Perf-3fs"
"H6965b","Conj-w | V-Qal-ConjPerf-3fs"
"H6965b","Conj-w | V-Hifil-ConsecImperf-2ms"
"H6965b","Conj-w | V-Hifil-ConsecImperf-3ms"
"H6965b","V-Qal-Imp-fp"
"H6965b","Conj-w | V-Qal-ConsecImperf-3ms"
"H6965b","Conj-w | V-Qal-ConjImperf.Cohort-1cp"
"H6965b","Prep-l | V-Hifil-Inf | 3ms"
"H6965b","Pro-r | V-Qal-Perf-1cs"
"H6965b","Conj-w, Prep-b | V-Qal-Inf | 3fs"
"H6965b","Prep-b | V-Qal-Prtcpl-mpc | 3mp"
"H6965b","V-Hifil-Imperf-3ms | 1cp"
"H6965b","V-Qal-Prtcpl-mpc | 1cs"
"H6965b","V-Qal-Perf-2mp"
"H6965b","V-Hifil-Inf"
"H6965b","V-Qal-Prtcpl-mpc | 1cp"
"H6965b","Conj-w | V-Hifil-ConjPerf-1cp"
"H6965b","V-Qal-Perf-3ms"
"H6965b","V-Piel-Perf-3ms"
"H6965b","Conj-w | V-Qal-Inf | 1cs"
"H6965b","V-Hifil-Imp-mp"
"H6965b","V-Qal-Imperf-3mp"
"H6965b","Prep-m | V-Hitpael-Prtcpl-mp"
"H6965b","Prep-l | V-Hifil-Inf"
"H6965b","Conj-w | V-Qal-Imperf.Cohort-1cp"
"H6965b","Conj-w | V-Hifil-Prtcpl-ms"
"H6965b","Conj-w | V-Hifil-ConjPerf-3ms"
"H6965b","Conj-w | V-Qal-ConsecImperf-3fs"
"H6965b","Prep-l | V-Piel-Inf"
"H6965b","V-Qal-Imp-ms | 3fs"
"H6965b","V-Qal-Inf"
"H6965b","Conj-w | V-Qal-ConsecImperf-3mp"
"H6965b","V-Qal-Prtcpl-mpc | 2ms"
"H6965b","V-Qal-Perf-2ms"
"H6965b","Conj-w | V-Hifil-ConjPerf-2ms"
"H6965b","Conj-w | V-Qal-ConjImperf.Jus-3ms"
"H6965b","Conj-w | V-Qal-Imp-ms"
"H6965b","Conj-w | V-Hifil-ConsecImperf-3ms | 3fs"
"H6965b","Conj-w | V-Hifil-ConjPerf-2ms | 3ms"
"H6965b","Prep-b | V-Qal-Inf"
"H6965b","V-Hifil-Imperf-3mp | Pn"
"H6965b","Conj-w, Prep-b | V-Qal-Inf | 2ms"
"H6965b","Prep-b | V-Qal-Inf | 3ms"
"H6965b","V-Piel-Imperf-3mp"
"H6965b","Conj-w, Prep-m | V-Qal-Prtcpl-mpc | 1cs"
"H6965b","V-Piel-Imperf-3ms"
"H6965b","V-Hitpael-Prtcpl-fs"
"H6965b","V-Hifil-Imperf-3ms | 2ms"
"H6965b"," Conj-w | V-Qal-ConsecImperf-3ms"
"H6965b","V-Hifil-Inf | 3ms"
"H6965b","Conj-w | V-Hifil-Imp-ms"
"H6965b","V-Hifil-Imperf-2mp"
"H6965b","Conj-w | V-Piel-ConsecImperf-1cs | 3fs"
"H6965b","V-Qal-Prtcpl-mp"
"H6965b","V-Hifil-Perf-3cp"
"H6965b","Prep-l | V-Qal-Inf"
"H6965b","Conj-w | V-Hifil-Imp-ms | 1cs"
"H6965b","Conj-w | V-Qal-ConjPerf-1cs"
"H6965b","V-Qal-Perf-1cs"
"H6969","Conj-w | V-Piel-ConjPerf-3cp | 3fs"
"H6978",""
"H6979a","V-Qal-Perf-1cs"
"H6979b","V-Hifil-Perf-3fs"
"H6979b","Prep-k | V-Hifil-Inf"
"H6979c","Conj-w | V-Piel-ConjPerf-3ms"
"H6979c","V-Piel-Prtcpl-msc"
"H6996a","Art | Adj-ms"
"H6996a","Adj-fs"
"H6996a","Adj-mp"
"H6996a","Adj-mpc"
"H6996a","Adj-fp"
"H6996a","Prep-m | Adj-mpc"
"H6996a","Conj-w | Adj-fs"
"H6996a","Art | Adj-mp"
"H6996a","Adj-ms"
"H6996a","Conj-w, Art | Adj-mp"
"H6996a","Art | Adj-fs"
"H6996a","Art | Adj-fp"
"H6996a","Prep-m | Adj-msc | 3mp"
"H6996a","Conj-w | Adj-mp"
"H6996a","Prep-l, Prep-m | Adj-msc | 3mp"
"H6996a","Prep-k, Art | Adj-ms"
"H6996a","Adj-msc | 3mp"
"H6996b","Art | Adj-ms"
"H6996b","Prep-l, Prep-m | Adj-ms"
"H6996b","Adj-msc"
"H6996b","Prep-k, Art | Adj-ms"
"H6996b","Conj-w, Art | Adj-ms"
"H6996b","Conj-w, Prep-b, Art | Adj-ms"
"H6996b","Adj-ms"
"H6996b","Prep-m | Adj-ms"
"H6999a","Conj-w | V-Piel-InfAbs"
"H6999a","V-Hofal-Imperf-3fs"
"H6999a","Conj-w | V-Piel-ConsecImperf-3mp"
"H6999a","V-Hifil-Perf-3cp"
"H6999a","V-Hifil-Prtcpl-mp"
"H6999a","V-Hifil-Prtcpl-fp"
"H6999a","V-Hifil-Perf-3ms"
"H6999a","V-Piel-Imperf-3mp | Pn"
"H6999a","V-Piel-Perf-2mp"
"H6999a","V-Piel-Prtcpl-fp"
"H6999a","V-Hifil-Imperf-3ms"
"H6999a","V-Piel-Imperf-3ms"
"H6999a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H6999a","Conj-w | V-Hifil-InfAbs"
"H6999a","Conj-w | V-Hifil-ConjPerf-3cp"
"H6999a","Art | V-Hifil-Prtcpl-mp"
"H6999a","V-Piel-Imperf-3mp"
"H6999a","Prep-l | V-Piel-Inf"
"H6999a","V-Hifil-Imp-ms"
"H6999a","V-Hifil-Imperf-2mp"
"H6999a","V-Piel-Perf-3cp"
"H6999a","Conj-w | V-Hifil-Prtcpl-mp"
"H6999a","Conj-w | V-Hifil-ConjPerf-2ms"
"H6999a","V-Pual-Prtcpl-fsc"
"H6999a","V-Hifil-Imperf-3ms | 3fse"
"H6999a","V-Hifil-Imperf-3fs"
"H6999a","V-Hifil-Imperf-3mp | Pn"
"H6999a","Conj-w | V-Hifil-Prtcpl-ms"
"H6999a","Art | V-Piel-Prtcpl-mp"
"H6999a","Conj-w | V-Hifil-ConjPerf-3ms | 3ms"
"H6999a","Conj-w | V-Piel-Prtcpl-mp"
"H6999a","Conj-w | V-Hifil-ConsecImperf-3mp"
"H6999a","Prep-l | V-Hifil-Inf"
"H6999a","V-Piel-Prtcpl-mp"
"H6999a","Conj-w | V-Piel-ConsecImperf-3ms"
"H6999a","V-Hifil-Imperf-2ms"
"H6999a","V-Piel-Inf"
"H6999a","Conj-w | V-Hifil-ConjPerf-3ms | 3mp"
"H6999a","Conj-w | V-Hifil-ConjPerf-3ms"
"H6999a","Conj-w | V-Piel-ConjImperf-3ms"
"H6999a","V-Piel-InfAbs"
"H6999b","N-ms"
"H6999c","Art | N-fp"
"H7002","Art | N-ms"
"H7014a","N-proper-fs"
"H7014a","Art | N-proper-fs"
"H7014b","Conj-w | N-proper-ms"
"H7014b","N-proper-ms"
"H7014b","Prep-l | N-proper-ms"
"H7024a","N-proper-fs"
"H7024b","N-proper-fs | 3fs"
"H7024b","Prep-m | N-proper-fs"
"H7024b","Conj-w | N-proper-fs"
"H7025",""
"H7049a","Conj-w | V-Piel-ConsecImperf-3ms"
"H7049a","V-Piel-Imperf-3ms | 3fse"
"H7049a","V-Qal-Prtcpl-ms"
"H7049b","Conj-w | V-Qal-ConjPerf-3ms"
"H7049b","V-Qal-Perf-3ms"
"H7050a","N-mp"
"H7050a","Prep-b, Art | N-ms"
"H7050a","N-ms"
"H7050a","Conj-w | N-msc | 3ms"
"H7050a","Art | N-ms"
"H7050b","Conj-w | N-mpc"
"H7050b","N-mpc"
"H7050b","N-mp"
"H7087a","Art | V-Qal-Prtcpl-mp"
"H7087a","V-Qal-Perf-3cp"
"H7087a","V-Hifil-Imperf-2ms | 1cs"
"H7087b","V-Qal-Imperf-3mp | Pn"
"H7087b","Conj-w | N-ms"
"H7097a","Prep-b | N-msc"
"H7097a","Prep | N-msc"
"H7097a","Prep-b | N-msc | 3ms"
"H7097a","Conj-w, Prep-l, Prep-m | N-msc"
"H7097a","N-msc"
"H7097a","N-msc | 3ms"
"H7097a","Conj-w, Prep-b | N-msc"
"H7097a","Conj-w, Prep-m | N-msc"
"H7097a","Prep-m | N-msc | 3ms"
"H7097a","Prep-m | N-ms"
"H7097a","Prep-m | N-mpc | 3mp"
"H7097a","Art | N-ms"
"H7097a","Prep-m | N-msc"
"H7097b","N-ms"
"H7105a","N-msc | 3fs"
"H7105a","Art | N-ms"
"H7105a","N-msc | 3ms"
"H7105a","N-msc | 2ms"
"H7105a","N-msc | 2mp"
"H7105a","Prep-l, Art | N-ms"
"H7105a","Prep-b, Art | N-ms"
"H7105a","N-msc | 2fs"
"H7105a","N-ms"
"H7105a","N-msc"
"H7105a","Conj-w, Prep-b, Art | N-ms"
"H7105a","Conj-w | N-ms"
"H7105a","Conj-w | N-msc"
"H7105b","N-ms"
"H7105b","N-mpc | 3fs"
"H7105b","N-msc | 3ms"
"H7105b","N-msc | 3fs"
"H7105b","Prep-b | N-msc | 1cs"
"H7106a","V-Hifil-Imperf-3ms"
"H7106b","V-Hofal-Prtcpl-fp"
"H7110a","Conj-w | N-ms"
"H7110a","Art | N-ms"
"H7110a","Prep-b | N-msc | 2ms"
"H7110a","Prep-m | N-msc | 3ms"
"H7110a","N-msc"
"H7110a","Prep-b | N-msc | 1cs"
"H7110a","Prep-m | N-msc"
"H7110a","N-ms"
